YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf [Hz],SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR [dB],SNDR_plot [dB],P [W],fs [Hz],OSR,fsnyq [Hz],P/fsnyq [pJ],FOMW_lf [fJ/conv-step],FOMW_hf [fJ/conv-step],FOMS_lf [dB],FOMS_hf [dB],FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2014,11.1,NQ/OS,SAR,0.065,An Oversampled 12b/14b SAR ADC with Noise Reduction and Linearity Enhancements Achieving up to 79.1dB SNDR,"A power-efficient oversampled 12b/14b SAR ADC in 65nm CMOS is presented. The chip area is 0.18mm<sup>2</sup> and it operates at 0.8V supply. Feedback-controlled data-driven noise reduction, chopping, dithering and oversampling are combined to enhance the linearity while reducing 1/f and white noise. Supporting 4 modes of operation, the SNDR ranges from 67.8dB to 79.1dB for bandwidths of 4 to 16kHz with power-efficiencies between 4.4 and 23.2fJ/conversion-step.","P. Harpe, E. Cantatore, A. van Roermund","Data for 14b, 32kS/s",9,0.18,,1.60E+04,69.7,,,,78.5,69.7,3.52E-07,3.20E+04,1,3.20E+04,1.10E+01,,4.4,,176.3,1.38E-04,221.33
2014,11.2,NQ,SAR,0.04,A 0.85fJ/conversion-step 10-bit 200kS/s subranging SAR ADC in 40nm CMOS,A 0.85fJ/conversion-step 10-bit 200kS/s subranging SAR ADC is presented in this paper. The detect-and-skip algorithm and the aligned switching technique are proposed to save the big fine DAC switching energy with the assistance of the little coarse ADC. The comparator power is also reduced by using a low-power comparator during coarse conversion. The ADC in 40nm CMOS achieves 55.63dB SNDR at Nyquist input. It consumes 84nW at 0.45V.,"H-Y. Tai, Y-S. Hu, H-W. Chen, H-S. Chen", ,0.8415,0.065,,1.00E+05,55.6,55.8,,71.3,76.3,55.6,8.40E-08,2.00E+05,1,2.00E+05,4.20E-01,,0.9,,176.4,4.25E-06,229.40
2014,11.3,NQ,SAR,0.18,A 10b 0.6nW leakage SAR ADC with data-dependent energy savings using LSB-first successive approximation,"An algorithm called LSB-first successive approximation is presented which enables the energy/conversion of a SAR ADC to scale logarithmically with the activity of the input signal, reducing power when sampling signals with low average activity. The 10-bit ADC is implemented in a 0.18 &[micro]m CMOS process. With a 0.5V supply, the ADC achieves a best-case FOM of 2.9 fJ when given a DC input, and a worst-case FOM of 17 fJ when given a fullscale Nyquist-rate sinusoid input.","F. M. Yaul, A. P. Chandrakasan","Data for Nyquist sinusoid, VDD=0.5V",2.304,0.12,,2.00E+03,59.3,,,,,59.3,3.10E-08,4.00E+03,1,4.00E+03,7.75E+00,,10.3,,167.3,2.58E-03,203.37
2014,11.4,NQ,"Pipe, SAR, TI",0.028,A 1.5mW 68dB SNDR 80Ms/s 2x interleaved SAR-Assisted Pipelined ADC in 28nm CMOS,"A 80Ms/s 2x interleaved SAR-Assisted Pipelined ADC achieves 68dB SNDR and consumes 1.5mW. A dynamic residue amplifier with optimal noise filtering properties, embedded in a pipelined architecture, is a key power saving technique.  In addition, an energy efficient switched-capacitor (SC) DAC is realized by using a small fraction of the total DAC capacitance during the initial SAR steps. The realized Walden FoM is 9.1fJ/conv-step while the Schreier FoM is 172.3dB","F. van der Goes, C. Ward, S. Astgimath, H. Yan, J. Riley, J. Mulder, S. Wang, K. Bult",Data for Nyquist input,1.4,0.1369,,4.00E+07,66.0,,,,,66.0,1.50E-03,8.00E+07,1,8.00E+07,1.88E+01,,11.5,,170.3,1.44E-07,249.29
2014,11.5,NQ,Pipe,0.065,"A 100MS/s, 10.5-Bit, 2.46mW Comparator-less Pipeline ADC using Self-biased Ring Amplifiers","This paper presents a new self-biased ring amplifier that is robust to transistor variation and eliminates external biases. Furthermore, a comparator-less pipeline ADC structure uses the characteristics of the ring-amplifier to replace the sub-ADC in each pipeline stage. The prototype ADC has a measured of SNDR, SNR and SFDR of 56.3dB (9.06b), 56.7dB and 67.6dB, respectively, for a Nyquist frequency input sampled at 100MS/s and consumes 2.46mW.","Y. Lim, M. P. Flynn", ,0.4,0.1,,5.00E+07,56.3,56.7,,,67.6,56.3,2.46E-03,1.00E+08,1,1.00E+08,2.46E+01,,46.1,,159.4,4.61E-07,239.38
2014,11.6,NQ,Pipe,0.13,A 21mW 15b 48MS/s Zero-Crossing Pipeline ADC in  130nm CMOS with 74dB SNDR,"A 15b 48MSP/s zero-crossing pipeline ADC employs coarse-fine decision architecture with a backend FLASH/SAR quantizer. Multiple design techniques such as a control algorithm for dual-ramp waveforms and a reference current compensation are used for performance over PVT. The 130nm CMOS IC achieves an SNDR of 74.5dB, an SFDR of 95dB, and a FOM of 99fJ/step with power consumption of 21.6mW.","D-Y. Chang, C. Muñoz, D. Daly, S-K. Shin, K. Guay, T. Thurston, H-S. Lee, K. Gulati, M. Straayer",Data at Nyquist from Fig. 4,2,0.9625,74.5,2.50E+07,73.1,,,,84.2,73.1,2.16E-02,4.80E+07,1,4.80E+07,4.50E+02,103.7,121.9,165.0,163.6,2.54E-06,240.37
2014,22.1,NQ,"SAR, TI",0.032,A 90GS/s 8b 667mW 64x Interleaved SAR ADC in 32nm Digital SOI CMOS,"A 90GS/s 8b ADC is presented that achieves above 36.0dB SNDR up to 6.1GHz and 33.0dB up to 19.9GHz input frequency with a FOM of 203fJ/conv.-step at 90GS/s. Using a 1:64 interleaver with integrated sampling, conversion speeds from 56GS/s up to 100GS/s and an input BW of 22GHz are achieved. Skew and gain adjustment are implemented on-chip. The ADC consumes 667mW at 90GS/s and 845mW at 100GS/s, can be operated from a single supply voltage, is implemented in 32nm SOI CMOS, and occupies 0.45mm<sup>2</sup>.","L. Kull, T. Toifl, M. Schmatz, P. A. Francese, C. Menolfi, M. Braendli1, M. Kossel, T. Morf, T. M. Andersen, Y. Leblebici", ,,0.45,36.0,1.99E+10,33.0,,,,,33.0,6.67E-01,9.00E+10,1,9.00E+10,7.41E+00,143.8,203.1,144.3,141.3,2.26E-09,250.83
2014,22.2,NQ,"Flash, TI",0.032,A 69.5mW 20GS/s 6b Time-Interleaved ADC with Embedded Time-to-Digital Calibration in 32nm CMOS SOI,"A 20GS/s 6b time-interleaved ADC is implemented in 32nm CMOS SOI with an embedded time-to-digital converter to sense timing skew, and the randomness of process mismatch is exploited to compensate the clock misalignment. To achieve low-power consumption at high-speed operation with small-size transistors, a low-complexity on-chip calibration reduces gain, offset, and delay mismatches in background. The proposed ADC achieves an SNDR of 30.7 dB at Nyquist frequency and consumes only 69.5mW.","V. H-C. Chen, L. Pileggi", ,1,0.25,35.0,1.00E+10,30.7,,,,39.0,30.7,6.95E-02,2.00E+10,1,2.00E+10,3.48E+00,75.6,124.1,146.6,142.3,6.21E-09,245.29
2014,22.3,NQ,"SAR, TI",0.028,A 20GHz analog input 6b 10GS/s 32mW time interleaved SAR ADC with Master T&H in 28nm UTBB FDSOI technology,"A 6b 10GS/s 32mW time interleaved SAR ADC is presented. It has a Master Track-and-Hold (T&H) that enables 20GHz input sampling with 4.6 ENOB without the need of any skew calibration. The Master T&H charge is redistributed successiveley to each individual SAR to avoid active buffering. The CMOS 28nm Ultra Thin Body and BOX Fully Depleted SOI technology is used, taking advantage of free NMOS forward body bias to reach 10GS/s switching and regenerative speed. FOM is 81fJ/conversion step and core ADC size is 0.009mm2.","S. Le Tual, P. N. Singh, C. Curis, P. Dautriche", ,,0.009,,4.80E+09,33.8,34.3,,40.9,41.1,33.8,3.20E-02,1.00E+10,1,1.00E+10,3.20E+00,,80.4,,145.7,8.04E-09,245.69
2014,22.4,NQ,"SAR, TI",0.065,A 1GS/s 10b 18.9mW Time-interleaved SAR ADC with Background Timing-skew Calibration,"This paper presents a TI SAR ADC which enables background timing-skew calibration without a separate timing reference channel and enhances the conversion speed of each channel. After background timing-skew calibration, 51.4dB SNDR, 60.0dB SFDR, and ±1.0 LSB INL/DNL are achieved at 1GS/s with a Nyquist input signal. The power consumption is 18.9mW, which corresponds to 62.3fJ/step FoM.","S. Lee, A. P. Chandrakasan, H-S. Lee", ,1.024,0.78,53.0,5.00E+08,51.4,,,,60.0,51.4,1.89E-02,1.00E+09,1,1.00E+09,1.89E+01,51.8,62.3,157.2,155.6,6.23E-08,245.63
2014,22.5,NQ,"SAR, TI",0.04,A 1.62GS/s Time-Interleaved SAR ADC with fully digital background mismatch compensation achieving interleaving spurs below 70dBFS,"A 1.62 GS/s Time-Interleaved SAR ADC in 40nm CMOS with fully digital mismatch compensation is presented. The on-chip digital mismatch compensation unit runs in background and cancels offset, gain and timing mismatch errors to maintain the interleaving spurs below 70dBFS up to 750MHz input frequency. The TIADC consumes 93mW for an active area of 0.83mm_.","N. Le Dortz, J-P. Blanc, T. Simon, S. Verhaeren, E. Rouat, P. Urard, S. Le Tual, D. Goguet, C. Lelandais-Perrault, P. Benabes", ,,0.83,50.0,7.50E+08,48.0,,,58.0,61.0,48.0,9.30E-02,1.62E+09,1,1.62E+09,5.74E+01,222.2,279.7,149.4,147.4,1.73E-07,239.50
2014,22.6,NQ,Folding Flash,0.04,A 2.2GS/s 7b 27.4mW Time-based Folding Flash ADC with Resistive Averaged Voltage-to-Time Amplifiers,This paper presents a 2.2GS/s 7b 27.4mW time-based folding ADC with resistive averaged voltage-to-time amplifiers. The time-based folding architecture consists of simple logic cells with a folding factor of 8 instead of the conventional static amplifiers. The proposed architecture reduces the number of comparators from 128 to 32 for a 7b resolution. This ADC achieves a SNDR of 37.4dB at Nyquist frequency without any calibration technique.,"M. Miyahara, I. Mano, M. Nakayama, K. Okada, A. Matsuzawa", ,0.3,0.052,37.4,1.10E+09,37.4,36.0,,,44.0,37.4,2.74E-02,2.20E+09,1,2.20E+09,1.25E+01,205.7,205.7,143.4,143.4,9.35E-08,236.86
2014,29.1,OS,SDCT,0.13,"A 5mW CT-&[Delta]&[sum] ADC with embedded 2nd order active filter and VGA achieving 82dB peak instantaneous DR, and 92dB DR in 2MHz BW","Conventional CTDSM architectures are problematic when  interferers are presen due to STF peaking.  We show that embedding an active filter into a CTDSM realizes the functionality of an up-front filter, but achieves better linearity. Measurements on a CTDSM with 2MHz signal bandwidth, with an inbuilt VGA(0-18dB) and a 2nd order Butterworth filter (4MHz BW), show that the out-of-band IIP3 and IIP2 improve by 10dB and 15dB when compared to a system with the filter placed upfront. The filtering CTDSM+VGA,  achieves a DR of 92dB and consumes 5mW in a 130nm CMOS process. ","R. Rajan, S. Pavan",Data for embedded filter, ,0.33,,2.00E+06,74.4,80.5,82.0,,,74.4,5.00E-03,2.56E+08,64,4.00E+06,1.25E+03,,291.4,,160.4,7.29E-05,226.44
2014,29.2,OS,SDCT,0.028,A 235mW CT 0-3 MASH ADC achieving -167dBFS/Hz NSD with 53MHz BW,We propose a 0-3 MASH ADC in 28nm CMOS that contains a 16-step flash ADC front end and a third-order feed-forward continuous-time delta-sigma modulator back end. The proposed ADC is sampled at 3.2GHz and achieves a DR of 88-90dB with a BW of 53.3-45.7MHz. The ADC draws a total dc power of 235mW from 0.9/1.8/-1V supplies and demonstrates a thermal noise FOM of 171.6-172.9dB over a BW of 53.3-45.7 MHz.,"Y. Dong, R. Schreier, W. Yang, S. Korrapati, A. Sheikholeslami","Data for OSR = 35, Area includes decap, etc.", ,0.9,,4.57E+07,72.6,84.6,90.0,,,72.6,2.35E-01,3.20E+09,35,9.14E+07,2.57E+03,,737.3,,155.5,8.06E-06,235.10
2014,29.3,NQ,Pipe,0.065,A 14-bit 1 GS/s RF Sampling Pipelined ADC with Background Calibration,"A 14-bit 1GS/s pipelined ADC that relies on background calibration to correct the inter-stage gain, settling (dynamic) and memory errors. To improve the sampling linearity, it employs input distortion cancellation and another digital calibration to compensate for the non-linear charge injection (kick-back) from the sampling capacitors. The ADC is fabricated in a 65nm CMOS process and has an integrated input buffer. With a 140MHz and 2Vpp input signal, the SNDR is 69dB, the SFDR is 86dB and it consumes 1.2W.","A. M. Ali, H. Dinc, P. Bhoraskar, C. Dillon, S. Puckett, B. Gray, C. Speir, J. Lanford, D. Jarman, J. Brunsilius, P. Derounian, B. Jeffries, U. Mehta, M. McShea, H-Y. Lee",Data at Nyquist,1.5,18,69.0,5.00E+08,68.0,,,,82.0,68.0,1.20E+00,1.00E+09,1,1.00E+09,1.20E+03,521.0,584.6,155.2,154.2,5.85E-07,244.20
2015,3.6,NQ,"SAR, TI",0.065,A 10Gb/s Hybrid ADC-Based Receiver with Embedded 3-Tap Analog FFE and Dynamically-Enabled Digital Equalization in 65nm CMOS,"A hybrid ADC-based receiver architecture employs 3-tap analog FFE embedded inside a 6-bit asynchronous SAR ADC and a per-symbol dynamically-enabled digital equalizer to reduce digital equalizer complexity and power consumption. Fabricated in GP 65nm CMOS, the 10Gb/s receiver compensates for up to 36.4dB channel attenuation. Dynamically-enabling the digital 4-tap FFE and 3-tap DFE on a per-symbol basis results in 30mW savings, and an overall receiver power less than 90mW","Ayman Shafik, Ehsan Zhian Tabasy, Shengchang Cai, Keytaek Lee, Sebastian Hoyos, Samuel Palermo","Includes FFE, no sinusoidal test data", ,0.38,,5.00E+09,30.3,,,,,30.3,7.90E-02,1.00E+10,1,1.00E+10,7.90E+00,,295.6,,138.3,2.96E-08,238.31
2015,5.2,OS,SDSC,0.18,A 110dB SNR ADC with ±30V Input Common-Mode Range and 8µV offset for Current Sensing Applications,"This paper presents a 110dB SNR ADC that achieves a ±30V input common-mode voltage range (CMVR) while powered from a single 5V supply. The beyond-the-rails capability is obtained by employing an improved capacitively-coupled high voltage chopper in the front-end of a &#916;&#931; ADC. Furthermore, the use of dynamic offset cancellation techniques results in a maximum offset of 8µV. Compared to the state-of-the-art, the CMVR of this design extends below its negative rail. It also has 30dB higher resolution, achieving an SNR of 110dB SNR. ","L. Xu, B. Gönen, Q. Fan, J. H. Huijsing, K. A. Makinwa",,5,0.8,,1.00E+02,100.6,110.0,,,100.8,100.6,5.05E-04,1.50E+05,750,2.00E+02,2.53E+06,,28825.0,,153.6,1.44E+02,176.58
2015,15.1,OS,"SDCT, SAR",0.028,"A 85dB DR, 74.6dB SNDR, 50MHz BW CT MASH &[Delta]&[Sigma] Modulator in 28nm CMOS","This paper presents a 3-1 CT MASH delta-sigma modulator achieving 85dB DR, 85.2dBc SFDR, and 74.6dB SNDR at a 50MHz BW in 28nm CMOS based on the Sturdy-MASH architecture. The modulator is clocked at 1.8GHz while consuming 78mW. The extraction of the main loop quantization noise without the signal is realized by a low pass filter as an analog delay. The accurate in-band quantization noise cancellation of the main loop is achieved by a feedforward path in the second loop. The Schreier FOM of this modulator is 173.1dB.","D-Y. Yoon, S. Ho, H-S. Lee", ,N/A,0.34,,5.00E+07,74.6,76.1,85.0,,,74.6,7.80E-02,1.80E+09,18,1.00E+08,7.80E+02,,177.7,,162.7,1.78E-06,242.67
2015,15.2,OS,SDCT,0.055,A 4.5mW CT Self-Coupled &[Delta]&[sum] Modulator with 2.2MHz BW and 90.4dB SNDR Using Residual ELD Compensation,"This work demonstrates a 4.5mW CT self-coupled £G£U modulator with residual ELD compensation achieving 90.4dB SNDR over a 2.2MHz bandwidth. To improve power efficiency, an extra first-order noise shaping with 10dB SQNR improvement by self coupling technique is introduced. Moreover, residual ELD compensation removes the conventional ELD feedback DAC. The modulator operating at 140MHz is fabricated in 55nm CMOS which shows a Schreier FoM of 177.3dB and a Walden FoM of 37.8fJ/conv-step, respectively.","C-Y. Ho, C. Liu, C-L. Lo, H-C. Tsai, T-C. Wang, Y-H. Lin", ,N/A,0.09,,2.20E+06,90.4,,92.0,,,90.4,4.50E-03,1.40E+08,32,4.40E+06,1.02E+03,,37.8,,177.3,8.59E-06,243.73
2015,15.4,NQ,SAR,0.065,A 0.8V 10bit 80kS/s SAR ADC with Duty-Cycled Reference Generation,"A 0.8V 10bit 80kS/s SAR ADC with duty-cycled reference generation in 65nm CMOS is presented. A 25nW 0.62V CMOS reference voltage generator (RVG) is proposed to generate the reference for the ADC. With a duty-cycling technique, 10% duty-cycle of the RVG is realized while ADC performance is maintained. A bi-directional dynamic comparator is implemented to increase the power-efficiency of the ADC further. The ADC with integrated RVG consumes 106nW and achieves 9.1bit ENOB and 2.4fJ/conversion-step.","M. Liu, P. Harpe, R. van Dommele, A. van Roermund",Includes ref,,0.26,,4.00E+04,56.5,,,,,56.5,1.06E-07,8.00E+04,1,8.00E+04,1.33E+00,,2.4,,172.3,3.02E-05,221.34
2015,15.6,NQ,Pipe,0.065,A 12b 250MS/s Pipelined ADC with Virtual Ground Reference Buffers,"The virtual ground reference buffer technique is introduced as a solution to improve the feedback factor of a closed-loop circuit. The bootstrapping action of the level-shifting buffers enable improvement in unity-gain bandwidth, noise, and open-loop gain compared with conventional circuits. This reduces the design complexity and the power consumption of the op amps. A proof of concept 12b pipelined ADC in 65nm CMOS achieves 67.0dB SNDR at 250MS/s and consumes 49.7mW of power from a 1.2V power supply.","H. H. Boo, D. S. Boning, H-S. Lee", ,,0.53,67.0,1.25E+08,65.7,,,,84.6,65.7,4.97E-02,2.50E+08,1,2.50E+08,1.99E+02,108.7,126.2,161.0,159.7,5.05E-07,243.68
2015,15.7,NQ,SAR,0.04,A 14b 35MS/s SAR ADC achieving 75dB SNDR and 99dB SFDR with loop-embedded input buffer in 40nm CMOS,"We present a 14b 35MS/s SAR ADC that achieves a nearly constant 74.5dB SNDR up to Nyquist and a peak SNDR/SFDR of 75dB/99dB. The loop-embedded input source follower (23% of total power) shields the large sampling capacitor from the input, making it easier to drive the ADC linearly up to Nyquist, while its nonlinearity is cancelled by the SAR operation. The ADC occupies 0.236mm<sup>2</sup> in 40nm CMOS and uses a self-calibrated current steering DAC, which eliminates the need for a low impedance reference.  ","M. Krämer, E. Janssen, K. Doris, B. Murmann",Includes ref and buf,3.5,0.236,75.0,1.74E+07,74.4,,,,88.0,74.4,5.45E-02,3.50E+07,1,3.50E+07,1.56E+03,338.8,363.1,160.1,159.5,1.04E-05,234.91
2015,15.8,NQ,Pipe,0.18,A 90 dB 14 bit 500 MS/S BiCMOS Switched-Current Pipelined ADC,"A 14 bit 500 MS/s pipelined ADC in a 0.18um BiCMOS SiGe process is presented, which achieves over 90 dBc SFDR at low frequency and over 80 dBc up to 500 MHz.  This is achieved with T&H enhancements and by extending the effective amplifier settling time.  Dither is incorporated to further improve linearity.","M. El-Chammas, X. Li, S. Kimura, J. Coulon, J. Hu, D. Smith, 'P. Landman, M. Weaver", ,1.25,2.5,,2.50E+08,,64.0,,,82.0,64.0,5.50E-01,5.00E+08,1,5.00E+08,1.10E+03,,849.3,,150.6,1.70E-06,237.57
2015,21.2,NQ,SAR,0.065,A 3nW Signal-Acquisition IC Integrating an Amplifier with 2.1 NEF and a 1.5fJ/conv-step ADC,"'A fully-integrated signal acquisition IC for emerging ultra-low-power applications is presented. It includes an amplifier with 32dB gain, 370Hz BW and 26_Vrms input noise, a 10bit 1kS/s ADC, a clock generator and voltage and current biasing. An ECG recording is successfully performed with the system. Overall, the IC consumes only 3nW at 0.6V supply, occupies 0.20mm2 in 65nm CMOS and has a singlewire data interface. The amplifier achieves a NEF of 2.1 and the ADC has a FoM of 1.5fJ/conv.-step.","P. Harpe, H. Gao, R. van Dommele, E. Cantatore, A. van Roermund", ,,,,5.00E+04,57.3,,,,,57.3,8.80E-08,1.00E+05,1,1.00E+05,8.80E-01,,1.5,,174.8,1.47E-05,224.84
2015,26.1,NQ,"Pipe, SAR",0.065,A 1mW 71.5dB SNDR 50MS/s 13b Fully Differential Ring Amplifier Based SAR-Assisted Pipeline ADC in 65nm CMOS,"This paper presents a 1mW 71.5dB SNDR 13b 50MS/s ring amplifier based SAR-assisted pipeline ADC with Walden and Schreier FoMs of 6.9fJ/conversion-step and 174.9dB, respectively, without calibration. We introduce a fully differential ring amplifier based residue amplifier with an almost rail-to-rail output swing. In addition, a new capacitive DAC switching method reduces first-stage DAC errors and switching energy.","Y. Lim, M. P. Flynn", ,2,0.05,71.5,2.50E+07,70.9,,,,84.6,70.9,1.00E-03,5.00E+07,1,5.00E+07,2.00E+01,6.5,7.0,175.5,174.9,1.40E-07,251.87
